query_id,air_relative_speed_m_s,air_relative_velocity_m_s,configuration_variant_id,drag_force_n,event_id,mass_kg,mass_property_profile_id,position_m,projected_area_m2,query_id,termination,time_s,velocity_m_s,wind_velocity_m_s
query-000001,220.50757328802754,"[28.998114771953027, 0.0, -218.59254154029932]",nominal,11953.473513184323,booster-release,1500.0,generic_slender_body_v1,"[4201.105072508002, 0.0, 848.415151831686]",7.391596196356832,query-000001,,67.0,"[28.998114771953027, 0.0, -218.59254154029932]","[0.0, 0.0, 0.0]"
query-000001,222.09945552830123,"[27.951878126280665, 0.0, -220.33352140602983]",nominal,12443.90324737548,booster-release,1500.0,generic_slender_body_v1,"[4229.579744578877, 0.0, 628.9245906812613]",7.391596196356832,query-000001,,68.0,"[27.951878126280665, 0.0, -220.33352140602983]","[0.0, 0.0, 0.0]"
query-000001,223.37623412861808,"[26.910833993714768, 0.0, -221.7492930930016]",nominal,12919.053693646201,booster-release,1500.0,generic_slender_body_v1,"[4257.010562342645, 0.0, 407.85650337929746]",7.391596196356832,query-000001,,69.0,"[26.910833993714768, 0.0, -221.7492930930016]","[0.0, 0.0, 0.0]"
query-000001,224.34811313400465,"[25.87750487064278, 0.0, -222.85069129006087]",nominal,13377.070256063918,booster-release,1500.0,generic_slender_body_v1,"[4283.4039871564655, 0.0, 185.53078485410674]",7.391596196356832,query-000001,,70.0,"[25.87750487064278, 0.0, -222.85069129006087]","[0.0, 0.0, 0.0]"
query-000001,225.03333088592896,"[24.855063414721137, 0.0, -223.65649070006035]",nominal,13755.908355956091,booster-release,1500.0,generic_slender_body_v1,"[4308.7689541221525, 0.0, -37.74410772335827]",7.391596196356832,query-000001,ground_contact,71.0,"[24.855063414721137, 0.0, -223.65649070006035]","[0.0, 0.0, 0.0]"
query-000002,100.48086242639421,"[7.571283017761733, 0.0, 100.19520640937326]",nominal,1551.4777732807183,booster-release,1500.0,generic_slender_body_v1,"[1024.9041803718694, 0.0, 4842.43356162526]",7.391596196356832,query-000002,,25.0,"[7.571283017761733, 0.0, 100.19520640937326]","[0.0, 0.0, 0.0]"
query-000002,89.78243529926682,"[7.4982743608522355, 0.0, 89.46877427279541]",nominal,1224.9468461723045,booster-release,1500.0,generic_slender_body_v1,"[1032.4381478644261, 0.0, 4937.247419560911]",7.391596196356832,query-000002,,26.0,"[7.4982743608522355, 0.0, 89.46877427279541]","[0.0, 0.0, 0.0]"
query-000002,79.29309410413184,"[7.434657280497795, 0.0, 78.94378153932233]",nominal,946.0271745273516,booster-release,1500.0,generic_slender_body_v1,"[1039.903858068699, 0.0, 5021.438209002628]",7.391596196356832,query-000002,,27.0,"[7.434657280497795, 0.0, 78.94378153932233]","[0.0, 0.0, 0.0]"
query-000002,68.98603211341977,"[7.3798195314084, 0.0, 68.59016613507819]",nominal,709.8831600582502,booster-release,1500.0,generic_slender_body_v1,"[1047.3103875631148, 0.0, 5095.192069730583]",7.391596196356832,query-000002,,28.0,"[7.3798195314084, 0.0, 68.59016613507819]","[0.0, 0.0, 0.0]"
query-000002,58.8395448581195,"[7.3332474216396895, 0.0, 58.380780410711125]",nominal,512.5780653057241,booster-release,1500.0,generic_slender_body_v1,"[1054.6662512485393, 0.0, 5158.666586575054]",7.391596196356832,query-000002,,29.0,"[7.3332474216396895, 0.0, 58.380780410711125]","[0.0, 0.0, 0.0]"
query-000002,48.83866557218883,"[7.294511167520636, 0.0, 48.29084138528774]",nominal,350.9331005832219,booster-release,1500.0,generic_slender_body_v1,"[1061.9794934645486, 0.0, 5211.99342111437]",7.391596196356832,query-000002,,30.0,"[7.294511167520636, 0.0, 48.29084138528774]","[0.0, 0.0, 0.0]"
query-000002,38.98013036578035,"[7.263250406615347, 0.0, 38.297464104872965]",nominal,222.4188781878477,booster-release,1500.0,generic_slender_body_v1,"[1069.2577647729413, 0.0, 5255.280436933448]",7.391596196356832,query-000002,,31.0,"[7.263250406615347, 0.0, 38.297464104872965]","[0.0, 0.0, 0.0]"
query-000002,29.28801392694779,"[7.239155135831012, 0.0, 28.379259904100024]",nominal,125.07249688465271,booster-release,1500.0,generic_slender_body_v1,"[1076.5083826168232, 0.0, 5288.613391959928]",7.391596196356832,query-000002,,32.0,"[7.239155135831012, 0.0, 28.379259904100024]","[0.0, 0.0, 0.0]"
query-000002,19.87455809832719,"[7.221925472990559, 0.0, 18.51598909230487]",nominal,57.43532845842808,booster-release,1500.0,generic_slender_body_v1,"[1083.7383649782362, 0.0, 5312.057256548343]",7.391596196356832,query-000002,,33.0,"[7.221925472990559, 0.0, 18.51598909230487]","[0.0, 0.0, 0.0]"
query-000002,11.291002357395852,"[7.211121095832497, 0.0, 8.688294814056336]",nominal,18.507777672863767,booster-release,1500.0,generic_slender_body_v1,"[1090.9543855019751, 0.0, 5325.6572170743775]",7.391596196356832,query-000002,,34.0,"[7.211121095832497, 0.0, 8.688294814056336]","[0.0, 0.0, 0.0]"
query-000002,7.291980855256085,"[7.205176565473181, 0.0, -1.1217911810035623]",nominal,7.715908369938223,booster-release,1500.0,generic_slender_body_v1,"[1098.1623012408263, 0.0, 5329.439611775556]",7.391596196356832,query-000002,,35.0,"[7.205176565473181, 0.0, -1.1217911810035623]","[0.0, 0.0, 0.0]"
query-000002,13.081112441606713,"[7.198447891534861, 0.0, -10.922355545522917]",nominal,24.84809642304531,booster-release,1500.0,generic_slender_body_v1,"[1105.364449618007, 0.0, 5323.416451602091]",7.391596196356832,query-000002,,36.0,"[7.198447891534861, 0.0, -10.922355545522917]","[0.0, 0.0, 0.0]"
query-000002,21.913467555427413,"[7.186310677707349, 0.0, -20.701618273609416]",nominal,69.86087070603169,booster-release,1500.0,generic_slender_body_v1,"[1112.5573420872986, 0.0, 5307.6019505442355]",7.391596196356832,query-000002,,37.0,"[7.186310677707349, 0.0, -20.701618273609416]","[0.0, 0.0, 0.0]"
query-000002,31.27398806129783,"[7.167784291228987, 0.0, -30.44150452281572]",nominal,142.72007417139486,booster-release,1500.0,generic_slender_body_v1,"[1119.734934077668, 0.0, 5282.026337450081]",7.391596196356832,query-000002,,38.0,"[7.167784291228987, 0.0, -30.44150452281572]","[0.0, 0.0, 0.0]"
query-000002,40.75431987429289,"[7.142666406649185, 0.0, -40.12352059602335]",nominal,243.3709974739944,booster-release,1500.0,generic_slender_body_v1,"[1126.8907118692578, 0.0, 5246.7382308658825]",7.391596196356832,query-000002,,39.0,"[7.142666406649185, 0.0, -40.12352059602335]","[0.0, 0.0, 0.0]"
query-000002,50.23500715083638,"[7.110908086393506, 0.0, -49.729175839052935]",nominal,371.7322724981645,booster-release,1500.0,generic_slender_body_v1,"[1134.018052840323, 0.0, 5201.804749481252]",7.391596196356832,query-000002,,40.0,"[7.110908086393506, 0.0, -49.729175839052935]","[0.0, 0.0, 0.0]"
query-000002,59.660726403343055,"[7.072513660942593, 0.0, -59.240035664154824]",nominal,527.6897444055154,booster-release,1500.0,generic_slender_body_v1,"[1141.1103157364357, 0.0, 5147.311477384801]",7.391596196356832,query-000002,,41.0,"[7.072513660942593, 0.0, -59.240035664154824]","[0.0, 0.0, 0.0]"
query-000002,68.99657197170703,"[7.027515358558274, 0.0, -68.63775179689509]",nominal,711.0890453660991,booster-release,1500.0,generic_slender_body_v1,"[1148.1608787063983, 0.0, 5083.362392559946]",7.391596196356832,query-000002,,42.0,"[7.027515358558274, 0.0, -68.63775179689509]","[0.0, 0.0, 0.0]"
query-000002,78.21580326462963,"[6.975964920873999, 0.0, -77.90409356223833]",nominal,921.7268609313122,booster-release,1500.0,generic_slender_body_v1,"[1155.1631622874286, 0.0, 5010.079765256352]",7.391596196356832,query-000002,,43.0,"[6.975964920873999, 0.0, -77.90409356223833]","[0.0, 0.0, 0.0]"
query-000002,87.29552953366019,"[6.9179305491720005, 0.0, -87.02098432837319]",nominal,1159.3410229084336,booster-release,1500.0,generic_slender_body_v1,"[1162.1106471327155, 0.0, 4927.604022673267]",7.391596196356832,query-000002,,44.0,"[6.9179305491720005, 0.0, -87.02098432837319]","[0.0, 0.0, 0.0]"
query-000002,96.2149459759678,"[6.853495914521768, 0.0, -95.97054455877614]",nominal,1423.5996184137048,booster-release,1500.0,generic_slender_body_v1,"[1168.9968898663035, 0.0, 4836.093573979174]",7.391596196356832,query-000002,,45.0,"[6.853495914521768, 0.0, -95.97054455877614]","[0.0, 0.0, 0.0]"
query-000002,104.95454187112004,"[6.782760090497905, 0.0, -104.73514226338473]",nominal,1714.0893492174919,booster-release,1500.0,generic_slender_body_v1,"[1175.8155384671388, 0.0, 4735.724588631133]",7.391596196356832,query-000002,,46.0,"[6.782760090497905, 0.0, -104.73514226338473]","[0.0, 0.0, 0.0]"
query-000002,113.49573005481916,"[6.705837936486292, 0.0, -113.29745133164278]",nominal,2030.303418640654,booster-release,1500.0,generic_slender_body_v1,"[1182.5603478371459, 0.0, 4626.690720331903]",7.391596196356832,query-000002,,47.0,"[6.705837936486292, 0.0, -113.29745133164278]","[0.0, 0.0, 0.0]"
query-000002,121.82067927920693,"[6.622860704786298, 0.0, -121.64051798694543]",nominal,2371.6292661366524,booster-release,1500.0,generic_slender_body_v1,"[1189.2251958780812, 0.0, 4509.202768603364]",7.391596196356832,query-000002,,48.0,"[6.622860704786298, 0.0, -121.64051798694543]","[0.0, 0.0, 0.0]"
query-000002,129.91225358796208,"[6.533976744942627, 0.0, -129.74783535843486]",nominal,2737.336511163262,booster-release,1500.0,generic_slender_body_v1,"[1195.8041002323298, 0.0, 4383.48826983595]",7.391596196356832,query-000002,,49.0,"[6.533976744942627, 0.0, -129.74783535843486]","[0.0, 0.0, 0.0]"
query-000002,137.75401292874182,"[6.439352223171116, 0.0, -137.6034259054545]",nominal,3126.565505981007,booster-release,1500.0,generic_slender_body_v1,"[1202.2912357413425, 0.0, 4249.791009806556]",7.391596196356832,query-000002,,50.0,"[6.439352223171116, 0.0, -137.6034259054545]","[0.0, 0.0, 0.0]"
query-000002,145.33025139307168,"[6.339171795766258, 0.0, -145.19193114948632]",nominal,3538.3169290266364,booster-release,1500.0,generic_slender_body_v1,"[1208.6809526050447, 0.0, 4108.370450060705]",7.391596196356832,query-000002,,51.0,"[6.339171795766258, 0.0, -145.19193114948632]","[0.0, 0.0, 0.0]"
query-000002,152.62605989739808,"[6.233639186048906, 0.0, -152.4987078709269]",nominal,3971.4428735329816,booster-release,1500.0,generic_slender_body_v1,"[1214.9677951703334, 0.0, 3959.501061247485]",7.391596196356832,query-000002,,52.0,"[6.233639186048906, 0.0, -152.4987078709269]","[0.0, 0.0, 0.0]"
query-000002,159.62740523561635,"[6.1229776204868935, 0.0, -159.5099296198036]",nominal,4424.639896926295,booster-release,1500.0,generic_slender_body_v1,"[1221.1465212296139, 0.0, 3803.471557491973]",7.391596196356832,query-000002,,53.0,"[6.1229776204868935, 0.0, -159.5099296198036]","[0.0, 0.0, 0.0]"
query-000002,166.3212200065346,"[6.007430083852879, 0.0, -166.21269207930453]",nominal,4896.444492054652,booster-release,1500.0,generic_slender_body_v1,"[1227.2121216681624, 0.0, 3640.584027196124]",7.391596196356832,query-000002,,54.0,"[6.007430083852879, 0.0, -166.21269207930453]","[0.0, 0.0, 0.0]"
query-000002,172.6954992175526,"[5.887259357090658, 0.0, -172.5951205198515]",nominal,5385.231418566155,booster-release,1500.0,generic_slender_body_v1,"[1233.159840260863, 0.0, 3471.1529572720983]",7.391596196356832,query-000002,,55.0,"[5.887259357090658, 0.0, -172.5951205198515]","[0.0, 0.0, 0.0]"
query-000002,178.7394000068152,"[5.762747805716483, 0.0, -178.6464773023079]",nominal,5889.215289389066,booster-release,1500.0,generic_slender_body_v1,"[1238.9851933845669, 0.0, 3295.5041497162106]",7.391596196356832,query-000002,,56.0,"[5.762747805716483, 0.0, -178.6464773023079]","[0.0, 0.0, 0.0]"
query-000002,184.4433412302465,"[5.6341968915140805, 0.0, -184.3572671460629]",nominal,6406.455741748636,booster-release,1500.0,generic_slender_body_v1,"[1244.6839893825384, 0.0, 3113.9735315981993]",7.391596196356832,query-000002,,57.0,"[5.6341968915140805, 0.0, -184.3572671460629]","[0.0, 0.0, 0.0]"
query-000002,189.7990998029625,"[5.501926386208928, 0.0, -189.71933768610847]",nominal,6934.866434128138,booster-release,1500.0,generic_slender_body_v1,"[1250.252347293086, 0.0, 2926.905861925428]",7.391596196356832,query-000002,,58.0,"[5.501926386208928, 0.0, -189.71933768610847]","[0.0, 0.0, 0.0]"
query-000002,194.7999007690631,"[5.3662732727974864, 0.0, -194.72597271755632]",nominal,7472.228001108996,booster-release,1500.0,generic_slender_body_v1,"[1255.6867146365707, 0.0, 2734.653341386452]",7.391596196356832,query-000002,,59.0,"[5.3662732727974864, 0.0, -194.72597271755632]","[0.0, 0.0, 0.0]"
query-000002,199.44049816265036,"[5.227590328208086, 0.0, -199.37197547982154]",nominal,8016.204969782908,booster-release,1500.0,generic_slender_body_v1,"[1260.9838839445806, 0.0, 2537.5741336101605]",7.391596196356832,query-000002,,60.0,"[5.227590328208086, 0.0, -199.37197547982154]","[0.0, 0.0, 0.0]"
query-000002,203.71724385594047,"[5.086244389824288, 0.0, -203.65373937708017]",nominal,8564.366498778492,booster-release,1500.0,generic_slender_body_v1,"[1266.1410077131006, 0.0, 2336.030809210187]",7.391596196356832,query-000002,,61.0,"[5.086244389824288, 0.0, -203.65373937708017]","[0.0, 0.0, 0.0]"
query-000002,207.62814179230182,"[4.942614317857889, 0.0, -207.56930367428873]",nominal,9114.210649861707,booster-release,1500.0,generic_slender_body_v1,"[1271.155611468732, 0.0, 2130.3887264247546]",7.391596196356832,query-000002,,62.0,"[4.942614317857889, 0.0, -207.56930367428873]","[0.0, 0.0, 0.0]"
query-000002,211.17288528661254,"[4.797088675286905, 0.0, -211.11839195227464]",nominal,9663.191749907006,booster-release,1500.0,generic_slender_body_v1,"[1276.0256046538568, 0.0, 1921.014364509142]",7.391596196356832,query-000002,,63.0,"[4.797088675286905, 0.0, -211.11839195227464]","[0.0, 0.0, 0.0]"
query-000002,214.35287544695794,"[4.650063156682578, 0.0, -214.30243144915067]",nominal,10208.750256124475,booster-release,1500.0,generic_slender_body_v1,"[1280.7492890631884, 0.0, 1708.2736280906454]",7.391596196356832,query-000002,,64.0,"[4.650063156682578, 0.0, -214.30243144915067]","[0.0, 0.0, 0.0]"
query-000002,217.17121922675744,"[4.501937806308953, 0.0, -217.1245518508316]",nominal,10748.344408517216,booster-release,1500.0,generic_slender_body_v1,"[1285.3253646000744, 0.0, 1492.5301423580534]",7.391596196356832,query-000002,,65.0,"[4.501937806308953, 0.0, -217.1245518508316]","[0.0, 0.0, 0.0]"
query-000002,219.63270614405863,"[4.353114073948808, 0.0, -219.58956260720043]",nominal,11279.482849140464,booster-release,1500.0,generic_slender_body_v1,"[1289.752932165426, 0.0, 1274.143560143793]",7.391596196356832,query-000002,,66.0,"[4.353114073948808, 0.0, -219.58956260720043]","[0.0, 0.0, 0.0]"
query-000002,221.7437632877853,"[4.203991763570468, 0.0, -221.70390842355755]",nominal,11799.757315384335,booster-release,1500.0,generic_slender_body_v1,"[1294.0314935440758, 0.0, 1053.467902597846]",7.391596196356832,query-000002,,67.0,"[4.203991763570468, 0.0, -221.70390842355755]","[0.0, 0.0, 0.0]"
query-000002,223.5123888469157,"[4.054965934832006, 0.0, -223.47560318594557]",nominal,12306.874480094602,booster-release,1500.0,generic_slender_body_v1,"[1298.160948211076, 0.0, 830.8499552003441]",7.391596196356832,query-000002,,68.0,"[4.054965934832006, 0.0, -223.47560318594557]","[0.0, 0.0, 0.0]"
query-000002,224.94806502204202,"[3.9064238202335475, 0.0, -224.91414319712658]",nominal,12798.686018516417,booster-release,1500.0,generic_slender_body_v1,"[1302.1415870420378, 0.0, 606.6277402916803]",7.391596196356832,query-000002,,69.0,"[3.9064238202335475, 0.0, -224.91414319712658]","[0.0, 0.0, 0.0]"
query-000002,226.0616517818751,"[3.7587418212901187, 0.0, -226.0304011991985]",nominal,13273.216031754995,booster-release,1500.0,generic_slender_body_v1,"[1305.9740829748957, 0.0, 381.12908611985176]",7.391596196356832,query-000002,,70.0,"[3.7587418212901187, 0.0, -226.0304011991985]","[0.0, 0.0, 0.0]"
query-000002,226.86526348250794,"[3.6122826453428702, 0.0, -226.83650321118492]",nominal,13728.685046793755,booster-release,1500.0,generic_slender_body_v1,"[1309.6594787331642, 0.0, 154.6703106475796]",7.391596196356832,query-000002,,71.0,"[3.6122826453428702, 0.0, -226.83650321118492]","[0.0, 0.0, 0.0]"
query-000002,227.3854820988213,"[3.4675962431522853, 0.0, -227.3590403868029]",nominal,14044.977322960925,booster-release,1500.0,generic_slender_body_v1,"[1313.199171780556, 0.0, -72.44496391347857]",7.391596196356832,query-000002,ground_contact,72.0,"[3.4675962431522853, 0.0, -227.3590403868029]","[0.0, 0.0, 0.0]"
